Open,High,Low,Close,Adj Close,Volume,Date,1d_Prev_Adj_Close,1d_Lagged_Return,5d_Prev_Adj_Close,5d_Lagged_Return,20d_Prev_Adj_Close,20d_Lagged_Return,RSI,1d_Future_Adj_Close,1d_Future_Return,1d_Future_Return_Positive
0.4010710120201111,0.4073210060596466,0.39428600668907166,0.3985710144042969,0.33658334612846375,287431200,2004-02-02,0.34020277857780457,-0.01063904435017145,0.3469890356063843,-0.029988525313879046,0.3209006190299988,0.04887097801764881,34.22820394242953,0.33567890524864197,-0.002687123086228335,0
0.3982140123844147,0.4000000059604645,0.39285698533058167,0.39750000834465027,0.33567890524864197,180812800,2004-02-03,0.33658334612846375,-0.002687123086228335,0.3478933274745941,-0.035109676620182204,0.33432185649871826,0.004059108680885507,27.536757668379266,0.32859134674072266,-0.021114101592620067,0
0.39285698533058167,0.39446398615837097,0.38749998807907104,0.38910698890686035,0.32859134674072266,305552800,2004-02-04,0.33567890524864197,-0.021114101592620067,0.3395998179912567,-0.03241601045503941,0.3331151008605957,-0.013580153250891435,23.39983422039961,0.33809149265289307,0.028911734914512426,1
0.38964301347732544,0.4091069996356964,0.38946399092674255,0.4003570079803467,0.33809149265289307,352844800,2004-02-05,0.32859134674072266,0.028911734914512426,0.342012494802475,-0.011464499716147606,0.34065544605255127,-0.007526529898079699,44.35669684492484,0.3424651026725769,0.012936172943499863,1
0.4008930027484894,0.4087499976158142,0.4000000059604645,0.4055359959602356,0.3424651026725769,193340000,2004-02-06,0.33809149265289307,0.012936172943499863,0.34020277857780457,0.006649928328715705,0.3522668182849884,-0.027824691692879756,49.87445478430814,0.3418613076210022,-0.0017630849008051536,0
0.4039289951324463,0.4082140028476715,0.4017859995365143,0.4048210084438324,0.3418613076210022,188260800,2004-02-09,0.3424651026725769,-0.0017630849008051536,0.33658334612846375,0.015680994182415708,0.3468377888202667,-0.014348151671106884,49.24953916037516,0.3465363681316376,0.013675313369532564,1
0.4039289951324463,0.4128569960594177,0.4007140100002289,0.4103569984436035,0.3465363681316376,255343200,2004-02-10,0.3418613076210022,0.013675313369532564,0.33567890524864197,0.032344787572973446,0.3578464090824127,-0.03160585285675012,54.41512598541812,0.3589019775390625,0.03568343915559144,1
0.412321001291275,0.42625001072883606,0.4116069972515106,0.42500001192092896,0.3589019775390625,348544000,2004-02-11,0.3465363681316376,0.03568343915559144,0.32859134674072266,0.09224415401984601,0.3637273907661438,-0.01326656542669828,67.68566922474483,0.3578464090824127,-0.002941105156030781,0
0.42160698771476746,0.42839300632476807,0.42142900824546814,0.42375001311302185,0.3578464090824127,183988000,2004-02-12,0.3589019775390625,-0.002941105156030781,0.33809149265289307,0.058430681808966274,0.3649340271949768,-0.01942164222679437,63.70024242974027,0.3468377888202667,-0.03076353425027856,0
0.42589300870895386,0.4303570091724396,0.4076789915561676,0.4107140004634857,0.3468377888202667,315980000,2004-02-13,0.3578464090824127,-0.03076353425027856,0.3424651026725769,0.012768267813466662,0.34457623958587646,0.006563276786316625,49.889784368274405,0.349250465631485,0.006956210911806165,1
0.4124999940395355,0.41946399211883545,0.4124999940395355,0.41357100009918213,0.349250465631485,170956800,2004-02-17,0.3468377888202667,0.006956210911806165,0.3418613076210022,0.021614490571932852,0.34261542558670044,0.01936585322573434,50.96769203176651,0.35075876116752625,0.004318664352570263,1
0.4139289855957031,0.41857099533081055,0.4116069972515106,0.41535699367523193,0.35075876116752625,141635200,2004-02-18,0.349250465631485,0.004318664352570263,0.3465363681316376,0.012184559613912517,0.342766672372818,0.02331641153844582,58.809153207819904,0.33884575963020325,-0.033963518110480546,0
0.41660699248313904,0.42214301228523254,0.400178998708725,0.4012500047683716,0.33884575963020325,323080800,2004-02-19,0.35075876116752625,-0.033963518110480546,0.3589019775390625,-0.055882160489562516,0.3409568965435028,-0.006191800003758539,47.82616523091855,0.3377901017665863,-0.0031154524842483718,0
0.4017859995365143,0.401964008808136,0.39660701155662537,0.4000000059604645,0.3377901017665863,277603200,2004-02-20,0.33884575963020325,-0.0031154524842483718,0.3578464090824127,-0.05604725045936512,0.3344721496105194,0.009919965413953085,48.32647019911359,0.3346232771873474,-0.009375125448250032,0
0.39892899990081787,0.4010710120201111,0.39089301228523254,0.39625000953674316,0.3346232771873474,194079200,2004-02-23,0.3377901017665863,-0.009375125448250032,0.3468377888202667,-0.03521678440652538,0.34020277857780457,-0.01640051681465358,48.63182656531032,0.33718714118003845,0.007661941554817763,1
0.39535701274871826,0.4060710072517395,0.39285698533058167,0.3992860019207001,0.33718714118003845,259056000,2004-02-24,0.3346232771873474,0.007661941554817763,0.349250465631485,-0.03454061093271459,0.3469890356063843,-0.028248426954518673,51.028946647180774,0.34397250413894653,0.02012343334079009,1
0.39785701036453247,0.4089289903640747,0.39660701155662537,0.4073210060596466,0.34397250413894653,276276000,2004-02-25,0.33718714118003845,0.02012343334079009,0.35075876116752625,-0.019347362859850337,0.3478933274745941,-0.01127018837673428,60.53675797464674,0.3474414646625519,0.010084993660435346,1
0.4085710048675537,0.4139289855957031,0.4071429967880249,0.4114289879798889,0.3474414646625519,198408000,2004-02-26,0.34397250413894653,0.010084993660435346,0.33884575963020325,0.025367603955644864,0.3395998179912567,0.023090844740962305,56.982081727831165,0.3607116639614105,0.03819405755656469,1
